LGA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
LGA36250,5362,156,0,0,157,9,5534,216,378,14,3,396,0,612,7,15,3,0,21,0,28,6,0,0,0,0,0,6,229,397,12,3,417,0,648,12,0,0,0,0,10,22,5605,557,19,4,574,16,6202,6253,132,0,0,132,4,6393,221,383,8,0,396,0,618,5,17,10,0,24,0,31,3,0,0,0,0,0,3,227,396,24,0,423,0,654,7,0,0,0,0,5,14,6491,530,22,3,554,12,7066,3709,67,0,0,72,3,3789,125,242,10,3,249,0,377,5,15,0,0,19,0,20,3,0,0,0,0,0,3,134,254,6,3,268,0,403,3,0,0,0,0,0,0,3842,326,12,4,338,6,4194,2417,63,0,0,63,0,2481,77,136,3,0,145,0,219,0,6,6,0,19,0,14,0,0,0,0,0,0,0,75,146,10,0,159,0,241,5,0,0,0,0,3,8,2499,211,10,0,225,3,2724,3303,59,0,0
LGA36300,42,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,39,33,0,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,35,0,0,0,0,0,39,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,3119,50,0,0,50,4,3173,80,274,15,0,287,0,369,4,16,35,0,46,0,53,0,0,0,0,0,0,0,87,287,52,0,336,0,425,8,0,0,0,0,0,8,3202,339,52,0,389,8,3605,3077,41,0,0,41,5,3122,62,231,13,0,245,0,309,0,22,30,0,48,0,51,4,0,0,0,0,0,4,69,259,39,0,296,0,364,4,0,0,0,0,3,6,3152,300,39,0,333,8,3490,1626,24,5,0,27,3,1651,31,120,5,0,126,0,154,0,9,28,0,42,0,42,3,0,0,0,0,0,3,32,125,39,0,165,0,198,5,0,0,0,0,0,3,1658,152,39,0,189,0,1851,1069,9,0,0,12,3,1081,16,64,4,0,73,0,83,0,15,22,0,35,0,35,0,0,0,0,0,0,0,16,83,21,0,102,0,115,0,0,0,0,0,0,0,1082,89,21,0,112,3,1199,1303,6,0,0
LGA36510,1309,14,0,0,16,3,1331,43,29,0,0,29,0,79,0,4,4,0,10,0,10,0,0,0,0,0,0,0,43,34,4,0,38,0,81,4,0,0,0,0,0,5,1362,50,4,0,57,4,1417,1773,22,0,0,22,4,1797,55,38,0,0,38,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,43,0,0,43,0,99,4,0,0,0,0,7,10,1832,62,0,0,62,10,1904,1110,8,0,0,8,3,1125,38,26,0,0,26,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,26,0,0,26,0,63,5,0,0,0,0,7,11,1155,39,0,0,39,9,1200,710,4,0,0,6,3,716,19,12,0,0,12,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,12,0,33,0,0,0,0,0,3,3,733,13,0,0,13,4,755,878,5,0,0
LGA36580,945,3,0,0,3,0,951,20,30,4,0,39,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,4,0,36,0,59,0,0,0,0,0,0,0,970,32,4,0,39,0,1008,1046,3,0,0,3,0,1052,26,39,5,0,44,0,75,0,0,3,0,3,0,3,0,0,0,0,0,0,0,26,44,8,0,55,0,78,0,0,0,0,0,7,7,1077,46,8,0,58,7,1136,625,3,0,0,3,0,627,9,27,3,0,27,0,36,0,6,0,0,6,0,6,0,0,0,0,0,0,0,9,29,3,0,35,0,43,0,0,0,0,0,0,0,635,37,3,0,40,0,673,358,4,0,0,4,0,368,11,11,0,0,11,0,19,0,3,5,0,5,0,6,0,0,0,0,0,0,0,13,16,5,0,16,0,27,0,0,0,0,0,0,0,375,22,5,0,23,0,395,449,3,0,0
LGA36630,1113,20,0,0,17,9,1144,30,24,0,0,24,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,0,0,25,0,51,3,0,0,0,0,4,6,1141,44,4,0,48,11,1201,1304,12,0,0,12,6,1326,30,27,0,0,27,0,56,0,0,0,0,3,0,3,0,0,0,0,0,0,0,30,24,0,0,29,0,64,5,0,0,0,0,5,11,1339,40,0,0,40,13,1392,781,10,0,0,10,3,795,25,13,0,0,13,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,0,0,18,0,37,0,0,0,0,0,3,7,805,24,0,0,24,9,831,492,7,0,0,7,3,497,21,9,0,0,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,6,0,35,3,0,0,0,0,0,3,516,13,0,0,14,4,534,527,3,0,0
LGA36660,1237,23,0,0,23,3,1259,28,40,0,0,39,0,72,3,0,3,0,4,0,9,0,0,0,3,3,0,3,27,42,6,3,46,0,79,6,0,0,0,0,0,8,1271,67,6,3,70,8,1348,1425,20,0,0,20,3,1450,19,37,5,0,41,0,61,0,5,0,0,5,0,5,0,0,0,3,8,0,4,19,42,5,3,52,0,72,3,0,0,0,0,6,4,1450,68,5,3,70,8,1531,866,8,0,0,8,3,879,10,21,0,0,20,0,34,0,0,3,0,3,0,3,0,0,0,4,4,0,4,10,21,5,4,25,0,37,0,0,0,0,0,0,0,879,27,5,4,36,3,912,571,11,0,0,11,0,578,14,15,0,0,14,0,28,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,15,3,0,22,0,32,0,0,0,0,0,0,0,580,27,3,0,34,3,611,729,7,0,0
LGA36720,10398,195,0,0,194,15,10617,460,569,20,0,585,0,1045,8,44,11,0,54,0,57,4,0,0,3,4,0,9,470,612,25,4,642,0,1119,22,3,0,0,3,7,37,10895,811,31,4,838,32,11766,11857,220,4,0,228,19,12101,416,559,19,0,577,0,993,11,24,7,0,31,0,48,4,3,0,0,3,0,9,434,585,22,0,610,0,1043,20,0,0,0,0,11,33,12312,806,29,0,836,33,13183,7064,121,7,0,128,12,7207,186,307,12,0,314,0,500,3,15,4,0,16,0,23,0,0,0,0,0,0,4,194,316,16,3,336,0,529,10,0,0,0,0,10,20,7265,441,21,3,460,18,7751,4482,71,0,0,71,7,4567,120,164,4,0,165,0,287,3,7,3,0,9,0,16,0,0,0,0,0,0,0,123,172,5,0,182,0,305,4,0,0,0,0,4,10,4615,245,5,0,251,10,4882,5643,71,0,0
LGA36820,800,21,3,0,20,0,819,13,20,0,0,20,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,20,0,38,4,0,0,0,0,7,9,820,40,3,0,38,7,867,919,13,0,0,13,0,933,23,20,0,0,20,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,0,20,0,44,0,0,0,0,0,0,4,945,32,0,0,32,3,977,544,3,0,0,3,3,551,8,11,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,11,0,13,0,0,0,0,0,3,3,550,13,0,0,13,9,571,350,0,0,0,0,0,352,7,9,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,9,0,20,0,0,0,0,0,4,4,355,13,0,0,13,7,370,383,3,0,0
LGA36910,6413,62,0,3,70,11,6487,140,687,16,0,711,0,850,0,108,44,0,150,0,150,0,4,0,3,7,7,12,140,804,62,4,864,7,1007,21,0,0,0,0,14,34,6571,864,59,6,933,25,7531,6994,68,0,5,70,16,7080,120,542,22,0,558,0,681,0,78,45,0,119,0,119,0,3,0,3,10,0,10,120,622,64,3,697,0,819,15,0,0,0,0,5,18,7133,688,69,10,766,16,7913,3953,33,3,0,36,13,3994,68,271,16,0,280,0,347,0,40,32,0,76,0,78,0,0,0,7,4,0,4,64,315,47,7,368,0,434,7,0,0,0,0,5,14,4025,343,49,7,401,15,4445,2470,29,0,3,29,5,2502,35,164,6,0,173,0,210,0,16,22,0,40,0,40,0,0,0,0,0,0,5,38,182,33,0,214,0,252,4,0,0,0,0,0,6,2515,210,34,3,243,8,2767,3137,27,0,3
LGA36950,73,5,0,0,5,0,78,7,76,0,0,76,0,83,0,0,0,0,0,0,3,0,0,0,3,5,0,5,6,76,4,3,84,0,92,3,0,0,0,0,3,5,84,88,4,3,89,3,176,83,9,0,0,9,0,89,3,94,8,0,98,0,108,0,0,5,0,5,0,10,0,3,0,0,3,0,3,7,93,16,0,108,0,112,0,0,0,0,0,3,3,90,106,16,0,117,3,208,36,3,0,0,3,0,39,0,41,7,0,51,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,0,54,0,54,0,0,0,0,0,4,4,38,49,10,0,56,4,103,24,0,0,0,0,0,29,0,29,3,0,32,0,33,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,29,3,0,38,0,36,0,0,0,0,0,0,0,30,32,3,0,40,0,67,12,3,0,0
LGA36960,6,8,0,3,6,0,14,0,284,0,4,286,0,290,0,0,3,0,4,0,4,3,5,0,3,6,0,10,3,286,6,5,299,0,302,0,0,0,0,0,4,4,14,292,6,4,301,4,322,12,3,0,0,3,0,14,0,320,8,5,331,0,336,0,3,4,0,5,0,5,3,9,0,6,15,0,19,3,336,14,11,360,0,360,0,0,0,0,0,0,0,12,335,14,11,359,0,377,0,0,0,0,0,0,4,0,146,5,0,152,0,157,0,0,3,0,3,0,3,0,7,0,3,10,0,10,0,154,6,4,170,0,170,0,0,0,0,0,0,0,3,158,6,4,172,0,175,0,0,0,0,0,0,0,0,44,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,46,0,46,0,0,0,0,0,0,0,0,41,3,0,46,0,43,0,0,0,0
LGA37010,7323,142,9,0,149,9,7485,268,625,16,0,645,0,911,5,72,40,0,109,0,119,7,0,0,3,7,0,8,283,696,55,7,755,0,1039,6,0,0,0,0,14,25,7619,834,68,7,908,24,8551,7010,108,0,7,112,11,7133,226,564,25,0,588,0,815,7,48,64,0,109,0,118,3,10,0,8,11,0,21,237,621,84,11,714,0,952,8,0,0,0,0,12,23,7257,724,83,15,826,27,8110,3936,71,0,0,67,3,4007,107,320,15,0,329,0,438,3,32,44,0,68,0,74,0,0,0,4,6,0,3,112,347,51,4,406,0,520,3,0,0,0,0,7,12,4050,417,54,4,476,10,4538,2488,35,0,3,40,0,2527,78,205,9,0,210,0,290,4,16,27,0,50,0,50,0,0,0,0,5,0,5,84,220,35,5,256,0,343,3,0,0,0,0,4,13,2575,256,35,6,296,5,2873,3142,59,0,0
LGA37300,253,6,0,0,6,5,262,4,20,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,18,0,24,0,0,0,0,0,0,0,259,24,0,0,25,3,291,242,0,0,0,0,3,244,16,23,0,0,19,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,19,0,34,0,0,0,0,0,0,0,252,25,0,0,25,3,279,118,4,0,0,4,0,120,4,19,0,0,19,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,23,0,25,0,0,0,0,0,0,0,121,18,0,0,20,0,146,74,0,0,0,0,0,74,5,5,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,13,0,15,0,0,0,0,0,0,0,78,5,3,0,13,0,84,57,0,0,0
LGA37310,1455,7,0,0,7,4,1466,28,80,0,0,79,0,109,0,14,0,0,14,0,14,0,0,0,0,0,0,0,24,90,0,0,94,0,118,7,0,0,0,0,0,7,1490,99,0,0,105,4,1598,1615,9,0,0,9,4,1634,23,89,0,0,89,0,113,0,4,0,0,4,0,4,0,0,0,0,0,0,0,22,91,0,0,91,0,120,3,0,0,0,0,0,6,1650,100,0,0,100,8,1758,863,7,0,0,7,3,868,9,34,3,0,34,0,48,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,35,3,0,35,0,53,6,0,0,0,0,0,6,880,41,3,0,46,3,927,520,4,0,0,4,0,523,6,24,0,0,24,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0,0,25,0,29,0,0,0,0,0,0,3,531,28,0,0,28,0,561,588,3,0,0
LGA37340,1109,20,0,0,20,8,1139,72,58,0,0,58,3,132,0,3,0,0,9,0,12,0,0,0,0,0,0,0,67,65,0,0,64,3,139,8,0,0,0,0,0,8,1187,85,0,0,88,7,1283,1195,16,0,0,16,7,1210,47,46,4,0,51,0,99,3,3,7,0,9,0,12,0,0,0,0,0,0,0,50,52,8,0,57,0,112,3,0,0,0,0,0,3,1252,63,8,0,70,7,1330,661,10,0,0,10,0,669,17,33,0,0,33,0,49,4,3,0,0,3,0,3,0,0,0,0,0,0,0,21,36,0,0,36,0,55,3,0,0,0,0,0,3,684,43,0,0,43,3,729,386,0,0,0,0,0,384,14,8,0,0,8,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,15,0,0,15,0,27,0,0,0,0,0,0,0,400,13,0,0,13,0,412,458,3,0,0
LGA37400,45,0,0,0,0,0,48,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,45,0,0,0,0,0,48,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,23,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,28,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,7,0,0,0
LGA37550,40,0,0,0,0,0,40,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,40,9,0,0,9,0,46,42,0,0,0,0,0,42,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,42,3,0,0,3,0,51,25,0,0,0,0,0,25,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,25,5,0,0,5,0,28,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,11,0,0,0
LGA37570,3,4,0,0,4,0,4,4,7,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,9,0,0,0,0,0,0,0,4,10,0,0,10,0,12,3,0,0,0,0,0,6,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,4,8,0,0,8,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
LGA37600,97,0,0,0,0,0,96,3,10,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,7,7,0,7,3,10,0,7,15,0,17,0,0,0,0,0,0,0,100,10,0,7,17,0,120,144,3,0,0,3,0,149,0,16,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,18,0,19,0,0,0,0,0,0,0,150,17,0,0,18,0,164,101,0,0,0,0,0,96,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,0,3,6,0,6,3,0,0,0,0,0,4,97,10,0,3,11,0,110,52,0,0,0,0,0,53,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,7,0,0,0,0,0,0,0,52,10,0,0,9,0,67,42,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
