LGA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
LGA36580,3,3,452,9,10,3,0,14,0,22,0,3,3,0,7,0,7,0,0,0,0,0,0,0,9,12,8,0,20,0,29,0,0,0,0,0,0,0,454,16,8,0,25,3,480,68,0,0,0,0,4,75,4,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,10,0,0,0,0,0,0,0,71,3,0,0,3,4,78,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,3520,24,0,0,24,3,3548,76,124,12,0,145,0,219,0,9,12,0,22,0,22,0,3,0,0,3,0,7,79,139,24,0,168,0,250,0,0,0,0,0,4,3,3608,162,24,0,186,13,3803
LGA36630,3,0,532,15,11,0,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,13,0,23,5,0,0,0,0,3,4,541,12,0,0,18,3,557,17,0,0,0,0,0,17,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,18,8,0,0,8,0,27,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4239,50,0,0,55,25,4315,124,86,3,0,88,0,207,0,3,4,0,4,0,4,0,0,0,0,0,0,0,124,90,7,0,95,0,212,15,0,0,0,0,13,32,4374,144,8,0,149,33,4556
LGA36660,7,4,740,14,22,4,0,27,0,41,0,0,3,0,4,0,4,0,0,0,0,0,0,4,13,26,8,0,32,0,47,0,0,0,0,0,0,0,749,32,8,0,37,4,792,53,0,0,0,0,0,53,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,0,0,0,53,3,0,0,4,0,61,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,25,4894,76,0,0,76,18,4985,85,145,10,0,157,0,240,3,6,7,0,14,0,19,3,0,0,11,12,0,16,88,155,20,11,189,0,276,11,0,0,0,0,8,19,4996,227,20,11,261,25,5278
LGA36720,71,10,5727,140,195,3,0,200,0,339,0,5,5,0,7,0,8,3,0,0,0,0,0,3,143,195,11,0,209,0,352,4,0,0,0,0,0,9,5792,276,11,0,283,12,6089,1294,24,0,0,24,0,1320,33,61,4,0,58,0,95,0,0,3,0,3,0,5,0,0,0,0,0,0,3,37,56,9,0,69,0,102,0,0,0,0,0,0,0,1336,83,9,0,92,0,1428,506,9,0,0,9,0,517,8,24,0,0,24,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,24,0,34,0,0,0,0,0,3,3,521,28,0,0,28,3,548,41252,719,9,0,724,66,42047,1366,1865,56,4,1925,3,3296,33,96,30,0,132,0,159,18,3,0,3,11,0,24,1415,1965,88,8,2066,3,3486,65,3,0,0,3,35,108,42738,2686,98,8,2793,113,45639
LGA36820,3,0,388,10,13,0,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,13,0,22,0,0,0,0,0,3,3,390,17,0,0,17,4,414,32,0,0,0,0,0,30,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,32,0,0,0,0,0,35,6,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,9,3019,45,3,0,47,4,3072,67,67,0,0,67,0,138,0,0,0,0,0,0,3,3,0,0,0,0,0,3,72,68,0,0,68,0,139,4,0,0,0,0,14,17,3097,112,3,0,117,20,3237
LGA36910,32,3,3176,52,184,10,0,193,0,247,0,22,22,0,44,0,49,0,0,0,0,0,0,0,57,210,34,0,236,0,296,3,0,0,0,0,4,4,3189,238,34,3,274,14,3472,510,3,0,0,3,0,514,11,48,4,0,48,0,61,0,13,9,0,19,0,20,0,0,0,0,3,0,3,19,57,10,0,74,0,89,0,0,0,0,0,0,0,529,61,10,0,74,0,604,208,3,0,0,3,0,213,3,20,3,0,21,0,22,0,0,6,0,6,0,6,0,0,0,0,0,0,0,3,20,11,0,27,0,29,0,0,0,0,0,0,0,214,20,11,0,29,0,244,23681,227,4,12,240,45,23967,438,1909,75,0,1987,0,2422,3,282,178,0,465,0,472,0,16,3,9,30,7,37,444,2205,259,12,2481,5,2927,55,0,0,0,0,23,78,24173,2436,269,24,2725,79,26975
LGA36950,3,0,10,0,25,0,0,25,0,25,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,25,3,0,34,0,34,0,0,0,0,0,8,8,12,27,3,0,31,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,27,0,0,27,0,250,13,272,19,0,289,0,305,3,0,15,0,15,0,16,0,8,0,3,7,0,7,19,275,37,3,316,0,333,3,0,0,0,0,18,23,240,305,37,3,339,18,600
LGA36960,0,0,0,0,26,0,0,28,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,0,28,0,0,0,0,0,0,0,0,27,0,0,27,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,4,18,10,0,3,13,0,33,7,819,15,11,849,0,858,0,4,12,0,19,0,19,7,22,0,6,29,0,36,7,851,30,22,899,0,909,0,0,0,0,0,7,7,27,863,30,23,912,7,951
LGA37010,54,3,3196,93,242,16,0,256,0,350,3,26,33,0,56,0,63,0,0,0,4,3,0,3,93,265,47,5,320,0,414,3,0,0,0,0,0,0,3235,325,47,8,378,4,3614,826,9,0,0,9,0,837,31,119,7,3,123,0,159,0,7,13,0,25,0,25,0,0,0,0,0,0,0,31,127,18,3,145,0,181,0,0,0,0,0,0,0,859,138,18,3,157,0,1018,348,7,0,0,7,0,358,9,41,6,3,43,0,56,0,5,7,0,14,0,17,0,0,0,0,0,0,0,14,43,13,3,62,0,69,0,0,0,0,0,0,0,365,50,13,3,64,0,427,25077,421,6,8,437,25,25541,824,2105,78,11,2192,0,3019,26,201,227,0,434,0,456,9,14,0,21,29,0,38,862,2320,308,31,2654,0,3519,31,5,0,0,5,42,72,25963,2743,316,35,3097,67,29136
LGA37300,0,0,57,3,14,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,14,0,15,0,0,0,0,0,0,0,57,14,0,0,14,0,68,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,9,0,0,9,6,755,28,77,3,0,77,0,113,0,0,4,0,4,0,6,3,0,0,0,0,0,3,32,77,4,0,84,0,116,0,0,0,0,0,3,3,777,85,4,0,95,9,877
LGA37310,3,0,590,8,30,0,0,30,0,34,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,36,0,0,36,0,44,5,0,0,0,0,4,7,602,34,0,0,34,4,637,39,0,0,0,0,0,39,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,37,5,0,0,5,0,43,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,5095,26,0,0,26,7,5129,67,263,3,0,269,3,341,0,20,0,0,20,0,23,4,0,0,0,0,0,9,79,291,3,0,293,3,369,24,0,0,0,0,0,30,5191,315,3,0,321,16,5529
LGA37340,3,0,462,10,18,0,0,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,21,0,34,0,0,0,0,0,0,0,478,21,0,0,21,0,493,13,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3833,51,0,0,51,12,3887,166,164,4,0,167,3,336,6,8,10,0,22,0,29,0,0,0,0,0,0,0,171,175,12,0,187,3,367,23,0,0,0,0,0,23,4023,222,12,0,239,12,4273
LGA37400,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,118,0,0,0,0,0,123,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,120,0,0,0,0,0,126
LGA37550,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,128,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,19,0,19,0,0,0,0,0,0,0,128,17,0,0,19,0,146
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,8,0,13,8,8,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,16,0,0,0,0,0,0,0,19,15,0,0,15,0,33
LGA37600,0,0,42,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,43,4,0,0,4,0,41,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,8,0,0,8,0,447,4,40,0,0,40,0,42,0,0,0,0,0,0,0,0,0,0,12,12,0,12,4,40,0,12,50,0,53,4,0,0,0,0,3,6,445,41,0,12,53,3,510
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
