LGA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
LGA36370,538,67,13,0,616,15,7,21,639,46,0,692,976,91,16,6,1084,25,3,32,1120,33,0,1145,248,15,17,0,282,4,0,3,294,11,0,304,8,3,3,14,30,0,0,0,30,0,0,34,1768,181,55,22,2023,53,7,61,2084,93,0,2176,28,6,3,0,33,5,0,3,44,7,0,48,46,3,0,0,50,16,0,13,69,0,0,67,76,10,0,0,90,15,0,21,106,11,0,119,1844,191,54,26,2110,68,15,79,2192,99,0,2291,862,120,48,29,1053,92,7,108,1154,142,3,1302,3,0,0,0,6,0,0,0,6,0,3,10,2706,312,101,51,3169,165,25,184,3360,237,11,3605,749,72,20,3,842,34,3,37,881,52,0,936,1120,118,22,14,1269,28,10,41,1309,37,0,1348,59,3,5,0,72,0,0,3,69,3,0,73,4,0,0,20,26,0,0,0,26,0,0,26,1934,193,43,38,2210,67,13,77
LGA36510,184,27,5,4,219,0,0,0,215,18,0,231,406,43,3,3,451,6,0,6,457,13,0,473,85,3,13,0,101,0,0,0,101,3,0,102,3,0,3,10,15,0,0,0,15,0,0,15,677,73,20,9,784,6,0,4,786,34,3,822,6,3,0,0,9,3,0,3,12,0,0,12,17,3,0,0,16,0,0,0,16,3,0,21,23,7,0,0,29,3,0,3,28,3,0,30,696,75,20,13,810,10,0,11,815,39,3,857,384,55,18,8,459,17,3,24,479,73,0,551,3,0,0,0,3,0,0,0,3,0,8,10,1077,129,39,21,1274,25,3,32,1298,106,6,1417,396,48,3,4,452,3,3,9,462,33,0,493,586,94,5,3,701,16,3,22,718,25,0,741,35,7,5,0,45,0,0,0,45,0,0,47,3,0,0,3,9,0,0,0,9,0,0,10,1017,155,23,14,1210,16,4,27
LGA36580,106,10,0,0,123,0,0,0,122,15,0,136,245,25,0,0,269,0,0,0,272,9,0,282,47,5,11,0,63,0,0,0,63,0,0,64,3,0,0,3,10,0,0,0,10,0,0,10,405,41,14,7,464,0,0,4,467,31,0,492,9,0,0,0,11,7,0,7,15,3,0,14,4,0,0,0,7,0,0,0,6,0,0,9,14,3,0,0,20,3,0,3,20,3,0,24,420,47,10,7,482,3,0,9,486,30,0,518,290,43,18,17,368,19,5,27,392,82,3,480,0,0,0,3,3,0,0,0,3,0,4,4,708,88,29,23,853,26,10,37,884,118,3,1008,167,25,0,3,194,3,0,5,199,28,0,224,302,47,3,5,352,9,0,9,360,16,0,384,10,0,6,0,19,0,0,0,19,0,0,22,3,0,0,6,7,0,0,0,7,4,0,13,481,72,11,10,574,8,5,12
LGA36630,127,16,0,3,151,0,0,0,149,10,0,161,260,41,4,3,308,3,0,3,308,10,0,324,72,4,0,0,76,0,0,0,83,0,0,83,4,0,0,3,10,0,0,0,10,0,0,11,463,61,8,6,541,3,3,6,550,21,0,573,9,0,0,0,11,9,0,9,15,5,0,23,19,3,0,0,19,0,0,0,19,3,0,28,27,4,0,0,32,10,0,10,40,11,0,47,492,59,8,6,571,13,3,19,582,31,0,620,307,73,14,13,403,41,14,58,461,114,0,577,0,0,0,0,0,0,0,0,5,0,5,10,794,137,21,17,975,50,21,75,1047,146,4,1201,259,29,3,7,295,3,0,5,294,13,0,310,407,64,8,3,476,12,3,14,492,35,0,529,13,4,0,0,15,0,0,0,15,3,0,22,0,0,0,8,12,0,0,0,12,0,0,12,676,91,13,15,798,10,3,18
LGA36660,144,27,4,0,172,4,0,4,178,11,0,187,319,60,4,3,386,6,0,6,389,15,0,406,89,3,9,0,103,0,0,0,103,5,0,102,5,0,0,3,11,0,0,0,11,0,0,9,554,91,19,11,670,9,0,9,680,25,3,705,13,0,0,0,14,0,0,0,14,5,0,16,12,0,0,0,16,0,0,0,14,3,0,18,25,3,0,0,27,0,0,0,27,11,0,37,580,94,19,11,701,8,0,8,708,35,3,741,382,54,11,10,462,35,6,39,500,96,0,596,0,3,0,0,3,0,0,0,3,0,7,8,965,154,33,23,1166,42,6,50,1213,125,12,1348,233,39,5,3,289,8,0,8,297,19,0,314,488,57,8,3,557,5,0,4,562,29,0,585,29,4,6,0,36,0,0,0,36,3,0,45,7,0,0,6,15,0,0,0,15,0,0,16,754,97,22,14,891,15,0,14
LGA36720,1239,238,25,7,1510,29,12,34,1552,92,0,1642,3806,574,43,42,4459,57,0,61,4519,109,10,4642,698,86,82,6,875,12,0,12,886,22,0,907,61,5,0,47,119,0,0,0,116,3,0,122,5806,900,149,101,6961,97,11,111,7072,229,12,7318,56,14,3,7,80,7,5,14,90,8,0,100,202,40,5,3,257,21,3,21,280,8,0,286,258,59,4,10,335,26,8,38,366,17,0,383,6067,961,157,110,7297,129,24,149,7444,245,12,7705,2938,490,80,81,3590,110,25,134,3726,290,3,4022,12,0,0,9,25,0,0,0,25,0,19,38,9014,1448,243,207,10913,235,44,285,11195,535,34,11766,2385,370,32,12,2805,50,16,74,2871,173,4,3049,4943,687,61,43,5735,92,17,108,5841,207,12,6065,185,32,29,3,247,6,0,6,251,12,0,268,59,13,3,41,116,0,0,0,120,7,0,123,7570,1100,126,100,8903,153,34,190
LGA36820,113,13,3,0,125,0,0,0,129,10,0,136,258,40,0,0,301,3,0,3,305,12,0,319,48,12,10,3,67,3,0,3,66,4,0,71,3,0,0,3,8,0,0,0,8,0,0,6,420,58,15,6,499,11,0,11,504,27,0,535,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,0,6,0,0,0,10,0,0,10,4,3,0,0,12,4,0,4,11,0,0,11,428,60,15,6,507,10,0,10,522,27,0,550,175,41,8,7,237,23,4,21,257,36,3,305,0,0,0,0,3,0,0,0,3,0,8,13,600,102,25,16,742,34,4,38,778,68,17,867,168,22,6,0,194,8,0,8,205,21,0,221,354,49,6,0,413,5,0,5,421,20,0,437,7,0,5,0,12,0,0,0,12,0,0,19,7,0,0,7,10,0,0,0,10,3,0,13,540,73,15,5,630,14,0,9
LGA36910,913,117,8,6,1046,25,0,30,1073,64,0,1139,2203,228,18,17,2470,23,3,26,2501,57,0,2559,487,47,51,4,591,6,4,10,602,13,0,615,15,8,3,25,47,0,0,0,51,4,0,51,3621,398,81,50,4157,60,4,65,4219,136,3,4361,49,9,3,4,64,4,0,4,70,13,0,81,86,10,5,9,108,12,12,23,136,3,0,134,135,22,5,10,174,21,12,33,203,14,0,220,3754,422,86,63,4329,82,15,97,4425,151,3,4583,2047,305,63,42,2454,139,31,169,2622,298,3,2924,8,0,0,0,8,0,0,0,8,0,13,23,5814,723,151,101,6790,219,46,266,7053,458,20,7531,1559,179,20,20,1774,29,7,37,1809,100,0,1908,2714,251,43,32,3038,34,3,37,3083,91,4,3171,103,13,22,0,148,3,0,3,151,3,0,153,21,0,0,29,49,7,0,7,49,3,0,53,4398,440,87,76,5007,70,13,86
LGA36950,42,5,3,0,51,0,0,0,51,9,0,58,20,15,0,0,32,0,0,0,32,0,0,32,5,0,4,0,6,0,0,0,6,0,0,6,0,0,0,3,4,0,0,0,4,0,0,4,68,17,4,8,97,0,0,0,97,9,0,104,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,3,0,0,0,3,0,0,3,70,20,4,8,102,0,0,0,102,9,0,114,37,7,3,6,43,4,3,5,52,9,0,63,0,0,0,0,0,0,0,0,0,0,3,3,105,19,7,12,142,4,3,5,153,22,3,176,64,10,4,3,75,3,0,3,76,3,0,85,25,16,0,5,50,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,11,5,0,5,15,0,0,15,91,31,6,11,134,7,0,7
LGA36960,20,3,0,0,25,3,0,4,30,15,0,39,15,8,3,0,28,0,0,0,28,15,0,39,0,4,0,0,7,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,18,3,0,62,3,0,4,62,26,0,94,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,6,0,0,5,3,0,0,0,3,0,4,5,9,0,0,11,37,18,3,0,66,3,3,8,68,33,0,98,40,40,0,3,85,10,13,24,113,104,0,213,0,0,0,0,0,0,0,0,0,0,7,8,80,58,3,3,149,15,19,36,179,134,4,322,35,5,0,0,42,3,0,4,44,11,0,52,24,16,0,0,37,0,0,3,38,20,0,57,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,23,0,0,84,7,4,6
LGA37010,1447,164,40,13,1661,41,18,55,1720,121,0,1837,2233,231,36,21,2518,61,16,76,2599,72,4,2672,663,90,73,0,835,5,3,12,844,29,0,878,26,4,0,20,48,3,0,3,53,3,0,59,4375,497,151,54,5064,108,38,147,5216,228,3,5444,87,14,4,0,101,30,0,30,134,12,0,139,144,15,0,0,162,19,5,29,186,9,0,191,229,30,4,0,261,49,5,55,315,19,0,337,4599,524,149,52,5326,156,43,204,5531,246,3,5778,1817,260,74,55,2213,170,33,197,2411,312,8,2731,8,0,0,6,16,0,0,0,16,0,29,42,6433,790,226,108,7554,325,73,401,7955,562,38,8551,1976,221,41,12,2252,68,11,85,2340,176,0,2515,2473,239,49,22,2777,59,8,72,2846,93,3,2946,113,31,13,0,161,0,3,5,165,14,0,175,32,0,0,31,64,3,0,3,67,0,4,72,4592,495,103,67,5259,136,24,158
LGA37300,69,0,0,0,74,0,0,0,74,0,0,72,70,3,0,0,78,0,0,0,78,0,0,78,38,0,3,0,47,0,0,0,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,182,9,8,0,198,0,0,0,198,0,0,201,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,6,0,0,0,6,0,0,6,10,0,0,0,7,0,0,0,7,0,0,7,190,10,8,0,208,0,0,0,208,0,0,210,71,3,3,0,80,0,0,0,80,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,266,13,11,0,288,0,0,0,288,0,3,291,88,3,0,0,95,0,0,0,95,4,0,99,100,3,0,0,101,0,0,0,101,0,0,101,8,0,4,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,193,8,3,3,211,0,0,0
LGA37310,162,7,0,0,174,3,3,8,179,10,0,185,440,38,6,4,489,4,4,9,490,4,0,497,101,11,11,0,127,0,0,0,128,3,0,130,8,0,0,5,10,0,0,0,10,0,0,10,711,51,19,8,793,5,6,15,808,18,0,828,13,3,0,0,14,3,0,3,20,3,0,16,14,8,0,0,17,0,0,0,23,0,0,26,26,11,0,0,34,4,0,4,37,3,0,45,731,61,21,8,824,14,6,17,848,25,0,866,537,48,13,24,624,25,0,29,654,66,5,724,4,0,0,0,4,0,0,0,4,0,0,4,1275,116,33,31,1453,40,10,50,1504,89,5,1598,334,31,7,5,374,10,0,9,382,18,0,398,605,58,15,4,683,7,0,7,683,12,0,701,25,5,5,0,38,0,0,0,38,3,0,39,6,0,0,9,17,3,0,3,19,3,0,20,978,92,23,15,1109,12,0,19
LGA37340,209,22,3,0,236,7,0,7,234,8,0,243,349,47,3,4,398,7,0,7,409,10,0,413,70,3,13,0,87,3,0,3,90,3,0,98,4,0,0,7,15,0,0,0,15,0,0,15,628,69,27,17,740,12,0,12,752,19,0,768,16,0,0,0,19,9,0,7,27,0,0,23,22,7,0,0,25,0,0,0,25,0,0,29,37,7,0,0,41,7,3,11,53,0,0,57,662,75,27,15,779,20,3,26,801,21,0,826,311,58,8,7,385,27,0,27,421,37,0,458,4,0,0,0,4,0,0,0,4,0,5,4,973,138,33,27,1170,47,3,56,1219,56,7,1283,328,36,8,5,382,8,0,4,387,14,0,402,444,54,9,4,508,9,0,9,520,22,3,536,20,0,6,0,30,0,0,0,30,0,0,30,3,0,0,11,16,0,0,0,18,0,4,22,796,88,28,20,936,16,0,15
LGA37400,17,0,0,0,17,0,0,0,17,0,0,17,12,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,30,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,30,0,0,0,30,0,0,31,9,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,47,0,0,0,47,0,0,48,14,0,0,0,14,0,0,0,14,0,0,14,11,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,28,0,0,0
LGA37550,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,3,5,0,7,15,3,0,4,15,3,0,3,18,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,22,3,0,3,23,22,0,46,3,3,0,0,7,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,9,0,0,0
LGA37570,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,7,4,0,12,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
LGA37600,9,3,0,0,11,0,0,0,11,5,0,19,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,17,0,0,0,20,5,0,20,0,0,0,0,0,8,0,8,14,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,12,0,0,11,11,4,0,3,17,8,0,11,28,3,0,34,8,0,0,0,7,11,0,11,23,62,0,82,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,3,28,22,0,27,49,67,0,120,21,3,0,0,26,3,0,3,27,5,0,35,3,4,0,4,5,0,0,0,6,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,8,0,3,37,7,0,4
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
